"address_line_1__v","latitude__v","longitude__v","postal_code__v","infusion_chairs__v","infusions_performed__v","npi_num__v","hco_name_cda__v"
"10666 N Torrey Pines Rd","32.897109999999998","-117.24267999999999","92037-1027","","","","Scripps Green Hospital Pharmacy"
"4921 Parkview Pl","38.638370000000002","-90.263270000000006","63110-1032","","","","Center For Advanced Medicine Neuroscience Center"
"601 Elmwood Ave","43.124400000000001","-77.623679999999993","14642-0001","","","","Strong Memorial Hospital Spinal Muscular Atrophy Center"
"3471 5th Ave Ste 811","40.440460000000002","-79.960660000000004","15213-3232","","","","UPMC Department Of Neurology Kaufmann Medical Building Ste 811"
"300 Longwood Ave","42.336889999999997","-71.105369999999994","02115-5724","","","","Children Hospital Boston Department Neurological Surgery"
"1811 Plaza Dr","39.556980000000003","-105.00998","80129-2450","","","1730540238","Childrens Hospital Colorado South Campus"
"9000 W Wisconsin Ave","43.038420000000002","-88.024720000000002","53226-4874","","","","Childrens Hospital Of Wisconsin Emergency Trauma"
"225 E Chicago Ave","41.89649","-87.621690000000001","60611-2991","","","1518033836","Ann And Robert H Lurie Childrens Hospital Of Chicago Spinal Muscular Atrophy Center"
"1935 Medical District Dr","32.808787000000002","-96.836197999999996","75235-7701","","","","Childrens Health Hospital Spinal Muscular Atrophy Center"
"2020 Ogden Ave Ste 400","41.728769999999997","-88.266890000000004","60504-5898","","","1467495705","Neurology And Sleep Disorders Clinic Aurora"
"100 E Lancaster Ave Ste B11 G/F","39.988639999999997","-75.257320000000007","19096","","","1841327699","Lankenau Medical Center Lankenau Medical Associates Practice"
"35 Medical Center Pkwy","44.36168","-69.78143","04330-8160","","","","Maine General Medical Center Admin Office"
"330 Brookline Ave","42.339790000000001","-71.104879999999994","02215-5400","","","1114967791","Beth Israel Deaconess Medical Center"
"333 Smith Ave N","44.942889999999998","-93.107529999999997","55102-2344","1","Yes/True","1457319485","United Hospital"
"800 E 28th St","44.951949999999997","-93.262640000000005","55407-3723","","","1407893936","Abbott Northwestern Hospital"
"2301 Erwin Rd","36.007539999999999","-78.937439999999995","27705-4699","1","Yes/True","1205225646","Duke University Hospital"
"500 Pasteur Dr","37.434289999999997","-122.1769","94304-1048","","Yes/True","1871543215","Stanford Hospital"
"6411 Fannin St","29.71386","-95.397530000000003","77030-1501","","","1710100417","Memorial Hermann-Texas Medical Center"
"2401 Gillham Rd","39.083739999999999","-94.577349999999996","64108-4619","","","1366515488","Childrens Mercy Hospital"
"4502 Medical Dr","29.507059999999999","-98.578140000000005","78229-4402","","","1104212307","University Hospital-University Health"
"3001 W Dr Martin Luther King Jr Blvd","27.98152","-82.491200000000006","33607-6307","","","1881632818","St Josephs Hospital"
"801 Ostrum St","40.608640000000001","-75.39273","18015-1000","","","1013933175","St Lukes University Hospital-Bethlehem"
"80 Jesse Hill Jr Dr SE","33.752110000000002","-84.382369999999995","30303-3031","","","1992799050","Grady Memorial Hospital"
"1504 Ben Taub Loop","29.71022","-95.393330000000006","77030","","","1205900370","Harris Health Ben Taub Hospital"
"12916 Conamar Dr Ste 204","39.668480000000002","-77.698989999999995","21742-2773","","","1770518003","Johns Hopkins Community Physicians-Hagerstown"
"4401 Penn Ave","40.466410000000003","-79.95299","15224-1334","","","1669536454","UPMC Childrens Hospital Of Pittsburgh"
"8200 Walnut Hill Ln","32.881509999999999","-96.762500000000003","75231-4402","1","Yes/True","1396779948","Texas Health Presbyterian Hospital Dallas"
"3500 Gaston Ave","32.79074","-96.780640000000005","75246-2017","1","Yes/True","1447250253","Baylor University Medical Center"
"6401 France Ave S","44.886400000000002","-93.32647","55435-2104","","","1770663031","M Health Fairview Southdale Hospital"
"890 Oak St SE","44.932679999999998","-123.03425","97301-3905","","","1265431829","Salem Health Salem Hospital Main"
"University Drive C","40.445611","-79.958696000000003","15240","","","1811947815","VA Pittsburgh Healthcare System University Drive Division"
"750 E 34th St","47.410429999999998","-92.928359999999998","55746-2341","","","1356321699","Fairview Range Medical Center"
"911 Northland Dr","45.558199999999999","-93.589650000000006","55371-2172","","","1922085299","M Health Fairview Northland Medical Center"
"3000 Erwin Rd","36.005540000000003","-78.949889999999996","27705-4504","","","","Lennox Baker Childrens Hospital"
"700 E Broad St","40.950330000000001","-75.963509999999999","18201-6835","","","","Lehigh Valley Hospital Hazleton"
"1600 7th Ave S","33.504089999999998","-86.805210000000002","35233-1711","","","1205935012","Childrens Of Alabama"
"26901 76th Ave","40.752690000000001","-73.707499999999996","11040-1433","","","1174530349","Cohen Childrens Medical Center"
"435 Phalen Blvd","44.96555","-93.083579999999998","55130-5302","","","1760541700","St Paul Phalen Clinic"
"1 Medical Center Blvd","36.09028","-80.271540000000002","27157","","","1144211301","Atrium Health Wake Forest Baptist Medical Center"
"130 W Kingsbridge Rd Bldg 16","40.869087","-73.903076999999996","10468-3904","","","","VISN 2 New York New Jersey Admin Office"
"4500 San Pablo Rd S","30.263940000000002","-81.440950000000001","32224-1865","","","1174143986","Mayo Clinic Comprehensive Cancer Center-Jacksonville"
"880 Munson Ave Ste H","44.74906","-85.560659999999999","49686-3661","","","1477853075","Helen Devos Childrens Hospital Orthopedics-Traverse City"
"6624 Fannin St Ste 1710","29.709160000000001","-95.402029999999996","77030-2329","","","1255752820","Maher M Nasser And Associates MD PA"
"6600 W Wilkinson Blvd","35.252597000000002","-81.042700999999994","28012-2796","","","","Holy Angels"
"1959 NE Pacific St","47.650269999999999","-122.30705","98195-0001","","","","Radiology Imaging Services At University Of Washington Medical Center"
"8402 Harcourt Rd Ste 731","39.908799999999999","-86.194550000000007","46260-2056","","","","Peyton Manning Childrens Hospital-Indianapolis Pediatric Lung Care"
"3333 Burnet Ave","39.140659999999997","-84.501000000000005","45229-3026","","","","Childrens Hospital Of Cincinnati Spinal Muscular Atrophy Centers"
"2020 Ogden Ave Ste 400","41.728299999999997","-88.267579999999995","60504-5898","","","","Aurora Internal Medicine Aurora"
"300 Meadowmont Village Cir Ste 202","35.904339999999998","-79.011849999999995","27517-7518","","","","UNC Hospitals Neurology Clinic Public Health Service Outpatient"
"1 Medline Pl","42.241790000000002","-87.987459999999999","60060-4485","","","1033203856","Medline Healthcare Services LLC"
"50 N Medical Dr","40.772979999999997","-111.83672","84132-0001","","","1851795652","University Of Utah Health-Cardiovascular Center"
"727 Hospital Dr","38.213005000000003","-85.236074000000002","40065-1660","","","1801106919","Jewish Hospital And St Marys Healthcare Inc"
"303 E Superior St","41.895791000000003","-87.620301999999995","60611-3015","","","","Robert H Lurie Medical Research Center"
"900 Camino De Salud","35.089686","-106.62035899999999","87106-3740","","","","UNM Clinical Neurosciences Center"
"70 Francis St","42.336080000000003","-71.108270000000005","02115-6134","","","","Brigham And Womens Physicians Organization Inc"
"33300 Cleveland Clinic Blvd","41.468601999999997","-81.984536000000006","44011-1172","","","1346607017","Avon Hospital At Richard E Jacobs Campus"
"1605 Chantilly Dr NE","33.82696","-84.344160000000002","30324","","","","Childrens Pediatric Neurology Practice"
"4921 Parkview Pl","38.638370000000002","-90.263270000000006","63110-1032","","","","Barnes-Jewish Department Of Neurology"
"8402 Harcourt Rd Ste 300","39.908839999999998","-86.194599999999994","46260-2052","","","","Peyton Manning Childrens Hospital-Pediatric Endocrinology And Diabetes Center"
"2450 Riverside Ave Unit 4 Fl 4","44.966279999999998","-93.236949999999993","55454-1515","","","","University Of Minnesota Masonic Childrens Hospital Blood And Marrow Transplant (bmt) Unit"
"11700 N Meridian St","39.958129999999997","-86.159080000000003","46032-4656","","","","IU Health Sleep Disorders Center"
"12605 E 16th Ave","39.742249999999999","-104.84178","80045-2545","","","","Uchealth Spine Center-Anschutz Medical Campus"
"1611 NW 12th Ave","25.791119999999999","-80.212069999999997","33136-1005","","","1588613939","Jackson Memorial Hospital Neurology"
"4300 Alton Rd","25.813120000000001","-80.139380000000003","33140-2948","","","1508103755","Msmc Neonatology LLC"
"2845 N Sheridan Rd Ste 6400","41.934069999999998","-87.638999999999996","60657-7227","","","","Ascension Illinois-Rehabilitation Chicago"
"1801 Inwood Rd Ste 102 Fl 6","32.815100000000001","-96.846090000000004","75235-7202","","","","UT Southwestern-Gastroenterology"
"3920 N Union Blvd","38.887529999999998","-104.78753","80907-4900","","","","Kaiser Premier Medical Offices"
"619 19th St S Wp 302","33.506219999999999","-86.801779999999994","35249-1900","","","","University Of Alabama Bone Marrow Transplant Program"
"1161 21st Ave S","36.142156999999997","-86.800145000000001","37232-0011","","","","VUMC Division Of Allergy Pulmonary And Critical Care Medicine"
"7500 Challis Rd Entrance 1 Fl 2","42.525359000000002","-83.768574000000001","48116","","","","Vascular Surgery Clinic Brighton Center For Specialty Care"
"200 1st St SW","44.02214","-92.466629999999995","55905-0001","","","","Mayo Clinic Community ACO LLC"
"200 Lothrop Street Wing 5","40.408026","-79.981684000000001","15210-3669","","","","UPMC Heart And Vascular Institute"
"60 Fenwood Rd Fl 1","42.335389999999997","-71.108559999999997","02115-6128","","","","Brigham And Womens Hospital Neurosciences Center"
"4184 Beyer Blvd Ste 105","32.559010000000001","-117.04483","92173-2183","","","","Prismacare"
"2500 Zacatecas St","27.475210000000001","-99.469989999999996","78046-6814","","","","Mercy Ministries In Laredo-Neurology"
"100 Woods Rd","41.086840000000002","-73.80538","10595-1530","","","","David F Kronn MD"
"1214 W End Ave Ste 1159","40.2605","-76.687870000000004","17036-7803","","","","Penn State Health Sleep Research And Treatment Center"
"2250 N Miller Campus Dr","40.408084000000002","-111.869163","84043-7233","","","","University Of Utah Pediatric Neurology Clinic-Lehi"
"8130 Royal Palm Blvd Ste 201","26.257090000000002","-80.235709999999997","33065-5703","","","","Complete Neurological Care-Coral Springs"
"10 Center Drive","39.012884999999997","-77.114395000000002","20892-2089","","","1134265523","National Institutes Of Health"
"1 Medical Plz","33.646990000000002","-117.84139","92697-4285","","","1669668232","University Of California Irvine Comprehensive MS Care Center"
"705 Riley Hospital Dr","39.777259999999998","-86.180019999999999","46202-5109","","","1114958584","Riley Childrens Health"
"2823 Fresno St","36.743130000000001","-119.7835","93721-1324","","","1922374578","Community Regional Medical Center"
"789 Central Ave","43.212290000000003","-70.874960000000002","03820-2526","","","1033118104","Wentworth-Douglass Hospital"
"51 N 39th St","39.958480000000002","-75.199240000000003","19104-2640","","","1134278989","Penn Presbyterian Medical Center"
"101 The City Dr S","33.786470000000001","-117.88972","92868-3201","","Yes/True","1689608150","University Of California At Irvine Medical Center"
"200 Hawkins Dr","41.659239999999997","-91.549890000000005","52242-1009","","Yes/True","1376544320","University Of Iowa Healthcare Medical Center"
"300 Longwood Ave","42.33717","-71.10557","02115-5724","","","1710087127","Boston Childrens Hospital"
"4801 Linwood Blvd","39.066929000000002","-94.498414999999994","64129-1334","","","1326006149","Kansas City VAMC"
"4500 S Lancaster Rd","32.69473","-96.789699999999996","75216-7167","","","1376656074","Dallas VA Medical Center"
"462 1st Ave","40.739539999999998","-73.976330000000004","10016-9196","","","1689665697","NYC Health + Hospitals Bellevue"
"5200 Harry Hines Blvd","32.811990000000002","-96.836759999999998","75235-7709","","","1932123247","Parkland Health"
"4940 Eastern Ave","39.290460000000003","-76.547190000000001","21224-2735","","","1790700904","Johns Hopkins Bayview Medical Center"
"81 Highland Ave","42.510770000000001","-70.907110000000003","01970-2714","","","1588606123","Salem Hospital"
"6341 University Ave NE","45.083450999999997","-93.263249999999999","55432-4946","","","1205017670","M Health Fairview Clinic-Fridley"
"2500 Rocky Mountain Ave","40.415509999999998","-105.00117","80538-9004","","","1750392304","UC Health Medical Center Of The Rockies"
"9850 Key West Ave","39.100470000000001","-77.210599999999999","20850-3960","1","Yes/True","1386806198","Childrens National Ambulatory Surg Center At Montgomery Co"
"5165 McCarty Ln","40.402994","-86.807592999999997","47905-8764","","","1326296211","Indiana University Health Arnett Hospital"
"250 Mercy Dr","42.491889","-90.672909000000004","52001-7320","","","1659348506","Mercyone Dubuque Medical Center"
"707 Grant St","39.813409999999998","-101.03796","67730-1526","","","1942257431","Rawlins County Health Center"
"111 Colchester Ave","44.478760000000001","-73.192530000000005","05401-1473","","","","Cystic Fibrosis Pediatric Program At UVM Medical Center"
"130 2nd St","44.187710000000003","-88.453400000000002","54956-2883","","","","Neenah Clinic Neurology Office"
"3851 Roger Brooke Dr","29.459289999999999","-98.418189999999996","78234-4500","","","1538251764","Brooke Army Medical Center"
"6535 Nemours Pkwy","28.376314000000001","-81.264301000000003","32827-7884","","","1245520386","Nemours Childrens Hospital"
"6141 Walnut Grove Rd Ste 2B","35.130710000000001","-89.860339999999994","38120-2179","","","1235664921","Baptist Trinity Home Care And Hospice"
"200 Hawkins Dr","41.659930000000003","-91.548100000000005","52242-1009","","Yes/True","","University Of Iowa Hospitals And Clinics Hemophilia Treatment Center"
"4650 W Sunset Blvd","34.09787","-118.29062999999999","90027-6062","","","","Childrens Hospital Of Los Angeles Neurology Department"
"525 E 68th St","40.764299999999999","-73.955370000000002","10065","","","1952332801","New York-Presbyterian Hospital-Weill Cornell Medical Center"
"419 Steam Plant Rd","36.387309999999999","-86.432469999999995","37066-3027","","","1730659061","Gallatin VA Clinic"
"503 N 21st St","40.253459999999997","-76.921790000000001","17011-2204","1","Yes/True","1548709934","Penn State Health Holy Spirit Medical Center"
